"id","from_user","to_user","message","date","read","deleted"
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5633","1","2244","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5634","1","2245","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5635","1","2246","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5637","1","2248","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5638","1","2249","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5639","1","2250","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5641","1","2252","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5643","1","2254","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5646","1","2258","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5647","1","2259","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5648","1","2261","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5649","1","2262","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5650","1","2263","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5652","1","2265","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5653","1","2266","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5655","1","2268","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5657","1","2270","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5658","1","2271","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5661","1","2274","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5662","1","2275","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5663","1","2276","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5666","1","2279","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","1","0",,,
"5668","1","2281","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","1","0",,,
"5670","1","2284","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5672","1","2286","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5674","1","2288","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5675","1","2289","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
"For your information, we never pass on your name, address, phone or personal details with any other 3rd party. The details you have entered are for your profile page only. Your password is encrypted and we have no access to it.  ",,,,,,
"The information we store about you is only the information your have entered for your profile. We of course have your email address you created the account with and it is your decision if you display it.  ",,,,,,
"With the information provided here, we hope e&rsquo;ve cleared this up and you want to stay listed with Studio Finder! ",,,,,,
"If you no longer want to be part of our service, do let us know and your account and profile can be permanently deleted. This is not something that we can restore in the future, but if you did want to re-list, you are welcome to create a new profile. Upon deleting your account, your email address will also be permanently deleted too. (completely in accordance with the new law) ",,,,,,
"Many thanks for your attention! ",,,,,,
"Admin team at Voiceover Studio Finder","2018-05-17 11:45:31","0","0",,,
"5676","1","2291","Hey Studio Owners! ",,,
"Please Read.",,,,,,
"Thank you for being part of Studio Finder and we hope your listing is benefitting you and the added SEO benefits to your website also helps. ",,,,,,
"From May 26th, a new data protection law in the EU applies. It aims to make sure all people know who stores and how they store data about them. As you are registered with Studio Finder, we want to tell you how we handle your data.",,,,,,
